100.37142,0.0,-641.3863,-679.39624,111.76837,0.0,-222.895,340.15106,0.0,0.0,0.0,0.0,-394.46722,-113.18476,-287.2393,0.0,579.47675,0.0,-16.642143,0.0,-393.7886,0.0,0.0,12.724673,0.0,31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
100.37142,0.0,-641.3863,-679.39624,111.76837,0.0,-222.895,340.15106,0.0,0.0,0.0,0.0,-394.46722,-113.18476,-287.2393,0.0,579.47675,0.0,-16.642143,0.0,-393.7886,0.0,0.0,12.724673,0.0,31.957201,0.0,0.0
100.37142,0.0,-641.3863,-679.39624,111.76837,0.0,-222.895,340.15106,0.0,0.0,0.0,0.0,-394.46722,-113.18476,-287.2393,0.0,579.47675,0.0,-16.642143,0.0,-393.7886,0.0,0.0,12.724673,0.0,31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
100.37142,0.0,-641.3863,-679.39624,111.76837,0.0,-222.895,340.15106,0.0,0.0,0.0,0.0,-394.46722,-113.18476,-287.2393,0.0,579.47675,0.0,-16.642143,0.0,-393.7886,0.0,0.0,12.724673,0.0,31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
-100.37142,0.0,641.3863,679.39624,-111.76837,0.0,222.895,-340.15106,0.0,0.0,0.0,0.0,394.46722,113.18476,287.2393,0.0,-579.47675,0.0,16.642143,0.0,393.7886,0.0,0.0,-12.724673,0.0,-31.957201,0.0,0.0
