0.0,5.302999090598947,0.0,1.0294927119494668,0.0,0.0,-8.00786860820059,-0.6215501488363468,-8.262643810489774,0.0,11.039271616981667,0.0,0.0,0.17079905683520957,-10.433953201268805,0.0,0.0,0.0,2.509499107635809,5.1581584196594035,0.0,0.0,-6.469207367801699,12.264660859245547,0.0,12.56481108574328,-11.085420526469134,0.0,0.0,0.0,3.0618450052253907,-0.9884573554442317,0.0,-12.875275797435393,0.0,0.0,0.08006851463730214,5.975112823015592,-5.732251290944825,-0.27180351284456794,-5.586814469442232,0.0,-7.212198641296192,-0.9689226894238079,0.0,-2.7941104069811384,0.0,-1.5736860791897131,0.0,-10.357731134749137,4.303227237268098,-6.137379857867196,0.0,2.3985721817097696,0.0,0.0,1.4275671141347754,4.3412192756204195,0.0,-4.185063415486733,0.8791877938071881,-2.5808188131743353,1.8928682848135994,-8.40765351368122,14.49641024023821,4.248502510744192,0.0,-1.6737050904639021,0.0,1.8771428219000708,0.0,0.0,0.0,0.0,0.0,0.0,0.9101503311155703,0.6813766552873519,0.0,0.0,1.870910352165807,2.9364193254200526,0.0,0.0,1.5792740960693288,0.0,8.523951741390364,0.0,0.0,0.0,-4.95447966010047,-8.113828717033245,5.106944860438003,10.410106823441888,0.0,1.8236304973181046,4.100732405759259,4.91587663970403,2.3782547320740726,-8.75206120935224
-0.4539294242858886,0.0,0.5355622079223394,0.0,0.0,-0.07854160666465759,2.9956735372543335,-0.7034218311309816,0.3720477819442749,2.0646786242723465,1.4204139411449435,-1.0543167293071747,2.46458899974823,0.0,1.142441600561142,0.0,0.23796606063842773,0.08246862888336182,0.03390562534332281,0.0,1.2553074061870575,0.0,0.0,1.062188297510147,0.0,-1.841434121131897,2.048405382782221,2.680751621723175,0.0,1.701002836227417,0.0,0.0,-0.5738037824630737,-1.333437293767929,-0.8716698586940765,-1.687353491783142,0.0,-0.1433119773864746,0.0,0.0
1.8129798735761982e-158,5.208877623538845e-137,1.0,-1.0
